id,identifier,generation
657,frogadier,6
660,diggersby,6
661,fletchling,6
662,fletchinder,6
664,scatterbug,6
666,vivillon,6
668,pyroar,6
669,flabebe,6
670,floette,6
671,florges,6
673,gogoat,6
676,furfrou,6
679,honedge,6
680,doublade,6
681,aegislash-shield,6
687,malamar,6
689,barbaracle,6
691,dragalge,6
693,clawitzer,6
695,heliolisk,6
696,tyrunt,6
698,amaura,6
699,aurorus,6
700,sylveon,6
705,sliggoo,6
706,goodra,6
709,trevenant,6
711,gourgeist-average,6
713,avalugg,6
714,noibat,6
715,noivern,6
716,xerneas,6
717,yveltal,6
718,zygarde-50,6
719,diancie,6
721,volcanion,6
899,wyrdeer,8
900,kleavor,8
901,ursaluna,8
902,basculegion-male,8
903,sneasler,8
904,overqwil,8
905,enamorus-incarnate,8
906,sprigatito,9
907,floragato,9
908,meowscarada,9
909,fuecoco,9
910,crocalor,9
911,skeledirge,9
912,quaxly,9
913,quaxwell,9
914,quaquaval,9
915,lechonk,9
916,oinkologne-male,9
917,tarountula,9
918,spidops,9
919,nymble,9
920,lokix,9
921,pawmi,9
922,pawmo,9
923,pawmot,9
924,tandemaus,9
925,maushold-family-of-four,9
926,fidough,9
927,dachsbun,9
928,smoliv,9
929,dolliv,9
930,arboliva,9
931,squawkabilly-green-plumage,9
932,nacli,9
933,naclstack,9
934,garganacl,9
935,charcadet,9
936,armarouge,9
937,ceruledge,9
938,tadbulb,9
939,bellibolt,9
940,wattrel,9
941,kilowattrel,9
942,maschiff,9
943,mabosstiff,9
944,shroodle,9
945,grafaiai,9
946,bramblin,9
947,brambleghast,9
948,toedscool,9
949,toedscruel,9
950,klawf,9
951,capsakid,9
952,scovillain,9
953,rellor,9
954,rabsca,9
955,flittle,9
956,espathra,9
957,tinkatink,9
958,tinkatuff,9
959,tinkaton,9
960,wiglett,9
961,wugtrio,9
962,bombirdier,9
963,finizen,9
964,palafin-zero,9
965,varoom,9
966,revavroom,9
967,cyclizar,9
968,orthworm,9
969,glimmet,9
970,glimmora,9
971,greavard,9
972,houndstone,9
973,flamigo,9
974,cetoddle,9
975,cetitan,9
976,veluza,9
977,dondozo,9
978,tatsugiri-curly,9
979,annihilape,9
980,clodsire,9
981,farigiraf,9
982,dudunsparce-two-segment,9
983,kingambit,9
984,great-tusk,9
985,scream-tail,9
986,brute-bonnet,9
987,flutter-mane,9
988,slither-wing,9
989,sandy-shocks,9
990,iron-treads,9
991,iron-bundle,9
992,iron-hands,9
993,iron-jugulis,9
994,iron-moth,9
995,iron-thorns,9
996,frigibax,9
997,arctibax,9
998,baxcalibur,9
999,gimmighoul,9
1000,gholdengo,9
1001,wo-chien,9
1002,chien-pao,9
1003,ting-lu,9
1004,chi-yu,9
1005,roaring-moon,9
1006,iron-valiant,9
1007,koraidon,9
1008,miraidon,9
1009,walking-wake,9
1010,iron-leaves,9
1011,dipplin,9
1012,poltchageist,9
1013,sinistcha,9
1014,okidogi,9
1015,munkidori,9
1016,fezandipiti,9
1017,ogerpon,9
1018,archaludon,9
1019,hydrapple,9
1020,gouging-fire,9
1021,raging-bolt,9
1022,iron-boulder,9
1023,iron-crown,9
1024,terapagos,9
1025,pecharunt,9
10001,deoxys-attack,3
10002,deoxys-defense,3
10003,deoxys-speed,3
10004,wormadam-sandy,4
10005,wormadam-trash,4
10006,shaymin-sky,4
10007,giratina-origin,4
10008,rotom-heat,4
10009,rotom-wash,4
10010,rotom-frost,4
10011,rotom-fan,4
10012,rotom-mow,4
10013,castform-sunny,3
10014,castform-rainy,3
10015,castform-snowy,3
10016,basculin-blue-striped,5
10017,darmanitan-zen,5
10018,meloetta-pirouette,5
10019,tornadus-therian,5
10020,thundurus-therian,5
10021,landorus-therian,5
10022,kyurem-black,5
10023,kyurem-white,5
10024,keldeo-resolute,5
10026,aegislash-blade,6
10027,pumpkaboo-small,6
10028,pumpkaboo-large,6
10029,pumpkaboo-super,6
10030,gourgeist-small,6
10031,gourgeist-large,6
10032,gourgeist-super,6
10034,charizard-mega-x,6
10035,charizard-mega-y,6
10036,blastoise-mega,6
10038,gengar-mega,6
10040,pinsir-mega,6
10041,gyarados-mega,6
10042,aerodactyl-mega,6
10043,mewtwo-mega-x,6
10044,mewtwo-mega-y,6
10046,scizor-mega,6
10048,houndoom-mega,6
10049,tyranitar-mega,6
